mean,sigma,skewness,kurtosis,chi2
-100.0,2.338836543458456e-05,3.43740390664928e-11,2.7779362343771647e-07,992.3430753470353
-77.77777777777645,1.992342265566549e-05,3.904668716834197e-11,2.3663902815052038e-07,2035.7449926176182
-55.555555555554754,1.546849597389155e-05,3.7894665305382367e-11,1.8372596999327587e-07,1085.7084743832781
-33.33333333333303,1.0023585389262736e-05,2.945947124592398e-11,1.1905444119442164e-07,693.1772397519802
-11.111111111110404,3.5886910723093024e-06,1.2309969977212145e-11,4.2624435092619706e-08,384.0467471294753
11.111111111111311,3.5886911291527213e-06,-1.2306478017526026e-11,4.262443398239668e-08,178.224113209026
33.33333333333303,1.0023585389262736e-05,-2.94629632056101e-11,1.1905444075033245e-07,101.14628482859082
55.55555555555657,1.5468495803361293e-05,-3.788248405066338e-11,1.8372596977123123e-07,316.28068872714636
77.77777777777828,1.9923422485135237e-05,-3.9033612621610266e-11,2.366390274843866e-07,424.30698509914384
100.00000000000091,2.338836543458456e-05,-3.4366243063472634e-11,2.7779362343771647e-07,515.5777450978094
0.0,-12.125568496889686,3.2240402643111645e-15,-6.925175988214959e-09,4.815010045385193
9.094947017729282e-13,-9.429360304581225,5.908809866247804e-15,3.3549632982854405e-07,9.320189662976723
0.0,-6.736578945667987,1.5374385442004282e-15,1.3043559499159588e-07,8.186806985438837
0.0,-4.04095649697399,1.1623501360504618e-15,2.9529646838888373e-07,6.5553518107624065
1.8189894035458565e-12,-1.3472338750402173,1.3910534022662214e-14,2.2967754076397284e-07,13.371005604027943
9.094947017729282e-13,1.3469530082866186,6.740294277854722e-15,2.292204490661476e-07,3.103289971194388
9.094947017729282e-13,4.041594761022395,6.659890013711261e-15,2.897064275142469e-07,9.146227873125191
0.0,6.7343878442838445,3.5011093749831806e-16,1.4150411953295358e-07,7.741435988741894
0.0,9.429927362239653,1.820181341304316e-15,3.1596086058627293e-07,15.342219185685519
1.8189894035458565e-12,12.122208046659464,1.1786270700726713e-14,4.2156138579940716e-08,7.092175920585992
-60.61917853669912,-4.5723039211605965,-0.1792660856695857,0.05397139476210211,396.349837046244
-47.148249972988204,-2.7597375293479445,-0.13966587333044445,0.03266044969668447,374.41530065284553
-33.67732140927728,-1.4056663699586238,-0.0998812227857628,0.016665853188814417,139.07338159730747
-20.20639284556637,-0.5054759413011993,-0.059974770275816436,0.005999962866430453,62.39276968300089
-6.735464281854547,-0.056132767395070005,-0.019999074947182983,0.0006666666764822969,22.612535440171754
6.735464281857276,-0.05613276739501316,0.019999074947203124,0.0006666666764818531,24.24329205710945
20.206392845569102,-0.5054759413011993,0.059974770275836725,0.005999962866431563,92.04584558375261
33.6773214092791,-1.405666369958567,0.0998812227857764,0.016665853188813532,226.5236700350887
47.14824997299093,-2.7597375293480013,0.13966587333046482,0.03266044969668647,657.753597017064
60.61917853670184,-4.57230392116054,0.17926608566960647,0.053971394762103,516.116789354553
0.0,0.0,0.0,0.0,10.319208705843717
0.21921767120147706,0.2660015035926904,-3.032904797988109e-09,0.003153184453419389,13.90076724669817
0.13782845447167347,1.0629612456483528,-1.8111316899652268e-09,0.012526189366124818,7.311413560322914
0.05675554440858833,2.3877729094893425,-8.501192990818042e-09,0.027864269961026974,9.382974463759226
0.2756060083247576,4.235274893457813,-6.4621395491809945e-09,0.04875784817518025,10.519036791234456
0.1944913185352561,6.598437432263665,-1.216912560006574e-08,0.07466543700623185,11.991092665843254
0.11335343452810775,9.468402679193446,-1.2657633137938422e-08,0.10494044148887527,10.797114410622699
0.03222083844957524,12.834710425025776,-1.3176037941351625e-08,0.138863346507194,12.992462346808464
0.2511309174278722,16.685457781265143,-1.9057951763711675e-08,0.175674028819361,5.400085685601799
0.1699883615010549,21.007469441243416,-1.093154447175217e-08,0.21460292887413732,12.761235473975786
0.0,0.0,0.0,0.0,2348.151213549219
0.0,0.0,0.0,0.0,692.6161287993098
0.0,0.0,0.0,0.0,479.43187191180914
0.0,0.0,0.0,0.0,229.0330619055984
0.0,0.0,0.0,0.0,34.064240570467454
0.0,0.0,0.0,0.0,70.75283539196512
0.0,0.0,0.0,0.0,302.0567752307743
0.0,0.0,0.0,0.0,680.439048424257
0.0,0.0,0.0,0.0,648.2337003282731
0.0,0.0,0.0,0.0,2190.493539806796
